STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05,WT06,WT11
USC00435416,"MOUNT MANSFIELD, VT US",4/29/09,0.19,0,54,44,25,42,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/30/09,0,0,53,57,35,49,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/1/09,0.72,0,50,52,40,51,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/2/09,0.1,0,50,52,27,43,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/3/09,0,0,44,47,34,45,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/4/09,0,0,41,53,38,50,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/5/09,0,0,41,51,39,42,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/6/09,0.35,0,37,44,36,42,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/7/09,0.5,0,38,48,41,48,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/8/09,0.11,0,36,54,40,52,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/9/09,0.89,0,35,56,45,49,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/10/09,1.71,0,35,49,27,28,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/11/09,0.12,0,27,42,26,42,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/12/09,0,0,25,50,33,47,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/13/09,0,0,23,55,38,55,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/14/09,0.15,0,22,55,36,47,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/15/09,0,0,21,52,38,49,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/16/09,0.13,0,20,54,42,48,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/17/09,1.14,0,18,53,27,36,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/18/09,0,0,14,38,26,35,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/19/09,0,0,13,54,29,53,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/20/09,0.02,0,9,59,42,59,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/21/09,0,0,6,72,54,71,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/22/09,0,0,5,71,46,51,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/23/09,0,0,5,54,37,47,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/24/09,0.1,0,0,57,44,55,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/25/09,0,0,0,58,42,48,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/26/09,0,0,0,53,29,49,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/27/09,0.13,0,0,49,37,44,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/28/09,0.55,0,0,48,38,38,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/29/09,1.12,0,0,53,37,52,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/30/09,0.42,0,0,52,42,50,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/31/09,0.02,0,0,50,40,45,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/1/09,0.1,0,0,45,26,41,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/2/09,0.03,0,0,46,37,45,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/3/09,0,0,0,54,36,49,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/4/09,0,0,0,53,38,52,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/5/09,0,0,0,60,42,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/6/09,0,0,0,61,45,55,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/7/09,0,0,0,55,41,42,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/8/09,0.1,0,0,53,36,49,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/9/09,0.4,0,0,52,40,43,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/10/09,0.02,0,0,52,42,52,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/11/09,0,0,0,60,49,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/12/09,1.1,0,0,58,50,51,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/13/09,0,0,0,59,49,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/14/09,0.04,0,0,58,45,58,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/15/09,0.4,0,0,62,45,48,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/16/09,0.01,0,0,58,43,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/17/09,0,0,0,65,45,61,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/18/09,0.22,0,0,62,45,47,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/19/09,0.6,0,0,56,46,54,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/20/09,0.06,0,0,57,49,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/21/09,0.03,0,0,64,52,60,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/22/09,0,0,0,62,49,52,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/23/09,0,0,0,63,49,58,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/24/09,0,0,0,70,54,66,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/25/09,0,0,0,73,58,67,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/26/09,0,0,0,68,57,65,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/27/09,0.23,0,0,67,50,58,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/28/09,0,0,0,63,52,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/29/09,1.3,0,0,64,54,54,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",6/30/09,0.1,0,0,62,51,61,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/1/09,0.17,0,0,62,49,55,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/2/09,0.16,0,0,55,50,54,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/3/09,0.44,0,0,58,51,53,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/4/09,2.49,0,0,53,47,48,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/5/09,0.13,0,0,58,42,58,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/6/09,0,0,0,61,49,61,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/7/09,0.48,0,0,62,48,49,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/8/09,0.23,0,0,50,45,50,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/9/09,0.07,0,0,57,49,53,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/10/09,0,0,0,64,49,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/11/09,0,0,0,65,54,60,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/12/09,1.11,0,0,60,47,48,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/13/09,0,0,0,52,43,49,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/14/09,0.43,0,0,50,41,44,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/15/09,0,0,0,57,42,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/16/09,0.1,0,0,63,54,63,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/17/09,0.18,0,0,64,52,60,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/18/09,0.66,0,0,60,51,60,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/19/09,0,0,0,60,46,53,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/20/09,0,0,0,61,48,60,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/21/09,0,0,0,65,55,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/22/09,0.54,0,0,58,51,55,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/23/09,0,0,0,62,52,60,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/24/09,0,0,0,60,50,55,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/25/09,0.3,0,0,64,53,58,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/26/09,0.1,0,0,68,53,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/27/09,0,0,0,64,54,63,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/28/09,0,0,0,70,53,70,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/29/09,0,0,0,73,59,70,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/30/09,0.7,0,0,71,55,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/31/09,0.65,0,0,63,52,54,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/1/09,0,0,0,66,52,65,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/2/09,0.56,0,0,67,56,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/3/09,0.1,0,0,60,47,59,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/4/09,0,0,0,72,54,67,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/5/09,0.6,0,0,69,50,60,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/6/09,0,0,0,60,49,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/7/09,0,0,0,57,46,51,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/8/09,0,0,0,58,43,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/9/09,0,0,0,63,48,55,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/10/09,0.08,0,0,64,55,64,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/11/09,0.27,0,0,66,59,64,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/12/09,0.18,0,0,64,56,60,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/13/09,0.03,0,0,68,55,66,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/14/09,0.02,0,0,71,57,69,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/15/09,0,0,0,71,59,69,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/16/09,0,0,0,72,60,71,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/17/09,0,0,0,74,59,73,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/18/09,0,0,0,74,64,71,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/19/09,0.18,0,0,72,57,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/20/09,0,0,0,68,52,64,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/21/09,0.04,0,0,67,63,64,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/22/09,0,0,0,66,59,64,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/23/09,0.8,0,0,64,58,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/24/09,1.52,0,0,63,55,58,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/25/09,0,0,0,63,51,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/26/09,0.46,0,0,63,52,52,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/27/09,0,0,0,54,37,50,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/28/09,0,0,0,56,41,54,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/29/09,0.67,0,0,55,46,47,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/30/09,0.22,0,0,57,47,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/31/09,0.31,0,0,58,38,50,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/1/09,0,0,0,56,40,55,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/2/09,0,0,0,61,47,60,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/3/09,0,0,0,63,51,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/4/09,0,0,0,64,52,63,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/5/09,0,0,0,63,49,52,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/6/09,0,0,0,56,38,50,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/7/09,0,0,0,57,44,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/8/09,0,0,0,63,50,61,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/9/09,0,0,0,62,47,59,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/10/09,0,0,0,59,44,54,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/11/09,0,0,0,56,40,52,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/12/09,0,0,0,57,48,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/13/09,0.22,0,0,57,47,50,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/14/09,0,0,0,55,39,54,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/15/09,0.21,0,0,55,43,47,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/16/09,0,0,0,49,41,47,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/17/09,0,0,0,52,40,52,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/18/09,0.6,0,0,52,41,41,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/19/09,0.03,0,0,43,30,41,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/20/09,0,0,0,55,38,54,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/21/09,0,0,0,65,49,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/22/09,0.04,0,0,64,51,59,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/23/09,0.35,0,0,61,55,59,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/24/09,1.33,0,0,61,40,48,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/25/09,0.04,0,0,48,32,40,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/26/09,0,0,0,51,32,48,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/27/09,0.34,0,0,48,40,48,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/28/09,1.15,0,0,51,47,49,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/29/09,0.15,0,0,50,39,41,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/30/09,0.72,0,0,41,29,29,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/1/09,0.52,3,3,30,26,29,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/2/09,0.25,0,1,35,27,34,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/3/09,0.25,0,0,44,34,44,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/4/09,0,0,0,55,34,45,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/5/09,0.12,0,0,48,38,40,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/6/09,0.25,0,0,40,37,39,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/7/09,0.27,0,0,44,37,38,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/8/09,0.6,0,0,40,34,36,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/9/09,0.01,0,0,42,34,41,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/10/09,0.5,0,0,41,29,32,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/11/09,0.08,0,0,41,25,30,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/12/09,0,0,0,34,23,32,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/13/09,0.66,4,3,32,25,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/14/09,0.12,1,3,27,20,20,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/15/09,0,0,3,22,18,21,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/16/09,0,0,2,26,15,25,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/17/09,0,0,2,31,19,28,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/18/09,0,0,2,30,23,28,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/19/09,0,0,2,36,24,35,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/20/09,0,0,1,38,32,38,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/21/09,0,0,0,39,35,36,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/22/09,0.18,0,0,47,36,40,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/23/09,0.46,0,0,41,20,27,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/24/09,0.43,0,0,44,25,40,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/25/09,0.57,0,0,51,25,32,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/26/09,0,0,0,41,22,37,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/27/09,0,0,0,42,29,37,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/28/09,0.19,0,0,42,34,37,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/29/09,0.02,0,0,41,35,39,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/30/09,0.04,0,0,42,37,40,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/31/09,0.09,0,0,52,38,52,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/1/09,0.48,0,0,52,29,33,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/2/09,0,0,0,36,26,32,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/3/09,0.23,0.5,0,32,27,29,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/4/09,0,0,0,30,18,21,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/5/09,0.02,0,0,24,20,24,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/6/09,0.03,0.3,1,24,20,21,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/7/09,0,0,1,36,16,36,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/8/09,0,0,0,46,34,43,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/9/09,0,0,0,51,34,49,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/10/09,0,0,0,50,32,34,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/11/09,0,0,0,36,25,31,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/12/09,0,0,0,42,28,34,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/13/09,0,0,0,46,33,35,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/14/09,0.36,0,0,44,33,42,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/15/09,0.83,0,0,50,42,44,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/16/09,0,0,0,44,23,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/17/09,0,0,0,36,20,35,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/18/09,0,0,0,44,34,41,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/19/09,0,0,0,52,40,46,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/20/09,1.15,0,0,48,31,31,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/21/09,0.21,0,0,33,30,32,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/22/09,0,0,0,37,27,30,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/23/09,0,0,0,39,29,31,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/24/09,0,0,0,41,30,38,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/25/09,0,0,0,39,36,38,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/26/09,0,0,0,39,33,33,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/27/09,0.86,3.5,3,35,27,27,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/28/09,3.72,20,15,28,22,23,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/29/09,0,0,12,27,22,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/30/09,0.46,0.2,12,35,20,20,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/1/09,0.05,0.7,13,22,13,20,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/2/09,0,0,13,31,20,20,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/3/09,0.85,0,10,45,20,41,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/4/09,0,0,10,41,21,25,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/5/09,0.04,0.3,10,25,18,19,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/6/09,0.1,4,10,19,13,15,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/7/09,0.4,2,12,19,14,18,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/8/09,0.34,3,15,18,9,9,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/9/09,0.85,3,18,20,8,20,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/10/09,0.5,4,22,28,13,13,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/11/09,0.06,0.5,23,13,3,3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/12/09,0.02,0.2,23,9,0,9,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/13/09,0.25,1,23,26,9,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/14/09,0.33,2,23,27,19,19,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/15/09,0.38,2,24,30,19,22,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/16/09,0.09,1,25,22,-3,2,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/17/09,0.27,2,30,2,-18,-12,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/18/09,0,0,30,4,-14,2,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/19/09,0,0,30,10,-4,6,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/20/09,0,0,30,11,-2,-2,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/21/09,0.06,0.4,26,4,-2,3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/22/09,0.05,0.5,26,3,-3,0,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/23/09,0.2,2,30,0,-6,-1,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/24/09,0,0,30,32,-1,27,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/25/09,0,0,30,33,24,30,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/26/09,0.03,0.2,30,30,16,18,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/27/09,0.56,0,27,32,18,22,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/28/09,0.45,4.5,33,22,14,14,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/29/09,0.61,7,40,14,-14,-13,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/30/09,0.1,0.5,40,6,-14,6,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/31/09,0.02,0,37,20,6,20,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/1/10,0.14,2,38,24,19,22,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/2/10,0.38,4,42,22,2,2,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/3/10,0.83,7,49,9,-5,9,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/4/10,0.36,2.5,54,13,4,8,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/5/10,0.04,0.3,54,13,4,12,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/6/10,0.14,1,54,12,6,8,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/7/10,0.1,1,55,10,5,9,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/8/10,0.05,2.5,56,11,3,10,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/9/10,0.15,1.5,56,10,-4,6,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/10/10,0,0,55,7,-7,0,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/11/10,0.05,0.5,51,11,0,11,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/12/10,0.19,2,53,12,2,2,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/13/10,0.06,1,54,3,-5,3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/14/10,0,0,50,18,3,16,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/15/10,0,0,48,27,16,23,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/16/10,0,0,48,23,18,20,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/17/10,0,0,48,27,19,21,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/18/10,0,0,46,31,19,31,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/19/10,0.25,1,46,31,19,21,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/20/10,0.03,0.2,46,21,16,17,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/21/10,0.02,0,46,22,9,16,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/22/10,0,0,46,29,14,21,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/23/10,0,0,46,22,9,19,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/24/10,0,0,46,28,17,28,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/25/10,0.6,0,44,40,23,38,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/26/10,0.79,2.3,46,40,17,19,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/27/10,0.85,9.5,52,19,14,15,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/28/10,0.19,2,55,16,9,12,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/29/10,0.35,1.5,57,12,-15,-13,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/30/10,0,0,57,5,-23,0,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/31/10,0.07,0.5,57,4,-9,4,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/1/10,0.12,1.5,60,6,-9,3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/2/10,0.1,1.2,60,10,3,10,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/3/10,0.04,1,59,19,8,13,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/4/10,0.2,2,63,13,0,7,,,,,,
