"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT06","WT08","WT09"
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-09","2.1",," 0852","0.0",,,,"10.0","-2.7",,"  240","  250","6.3","10.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-10","1.6",," 1148","0.0",,,,"11.7","-3.8",,"  330","  200","6.7","11.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-11","3.4",," 1518","0.0",,,,"9.4","-0.5",,"  340","  340","8.1","11.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-12","4.9",," 1501","0.0",,,,"1.1","-3.2",,"  340","  340","9.8","13.0",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-13","3.0",," 1423","0.0",,,,"7.8","-3.2",,"  330","  340","9.4","13.9",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-14","1.0",," 1503","0.0",,,,"13.9","-6.0",,"  340","  340","5.4","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-15","1.7",," 1517","0.0",,,,"15.0","-5.5",,"   20","   30","6.3","8.9",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-16","1.6",," 1439","0.0",,,,"15.0","-4.9",,"  310","  320","6.7","9.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-17","2.6",," 1651","0.0",,,,"17.8","-4.3",,"  330","  340","11.2","17.0",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-18","1.6",," 2359","1.0",,,,"12.2","3.9",,"  350","  350","5.4","7.2","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-19","1.2",," 1618","0.0",,,,"13.3","-2.1",,"  330","  330","5.8","8.1","    1","    1",,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-20","2.9",," 2120","3.0",,,,"13.3","-3.8",,"  180","  200","7.6","13.0","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-21","1.1",," 0159","1.8",,,,"9.4","2.8",,"  130","  130","5.8","10.3","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-22","2.7",," 0949","2.0",,,,,,,"  210","  200","7.2","11.2","    1",,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-23","3.1",," 2109","1.5",,,,"10.0","4.4",,"  310","  320","10.3","17.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-24","1.1",," 1253","0.0",,,,"21.1","-1.6",,"  190","  200","5.8","7.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-25","2.9",," 2151","2.3",,,,"29.4","5.0",,"  310","  300","7.6","11.2","    1",,"    1",,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-26","2.0",," 0629","1.3",,,,"23.3","8.9",,"  330","  310","10.3","13.4","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-27","2.1",," 0358","0.8",,,,"31.1","8.3",,"  130","  210","6.3","9.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-28","4.3",," 1233","2.5",,,,"29.4","5.6",,"  340","  330","14.3","19.2","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-29","1.7",," 1128","0.0",,,,"14.4","0.0",,"  340","  330","6.7","8.9",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-04-30","2.5",," 1753","1.5",,,,"21.7","-2.7",,"  230","  200","8.1","11.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-01","3.1",," 2304","11.7",,,,"21.7","8.9",,"  340","  310","7.6","10.7","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-02","2.1",," 1339","5.1",,,,"15.0","5.6",,"  320","  310","7.2","10.3","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-03","2.1",," 1118","0.0",,,,"17.8","3.9",,"  190","  210","5.8","9.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-04","1.5",," 1201","0.0",,,,"20.6","2.8",,"  330","  330","7.2","10.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-05","0.9",," 1401","0.5",,,,"18.3","1.1",,"  170","  160","6.3","8.9",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-06","0.1",," 0954","6.3",,,,"15.6","8.3",,"   10","   10","2.7","3.6","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-07","0.9",," 1816","2.5",,,,"13.3","9.4",,"  310","  310","4.5","6.3","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-08","1.0",," 1323","0.0",,,,"22.8","8.9",,"  260","  260","6.3","8.9","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-09","1.2",," 1231","24.1",,,,"18.9","6.7",,"  320","  310","7.2","10.3","    1","    1","    1",,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-10","3.0",," 0718","9.1",,,,"12.8","5.0",,"  310","  300","9.8","12.5","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-11","1.2",," 1304","0.3",,,,"15.6","1.7",,"  350","  350","6.3","8.1","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-12","1.4",," 1453","0.0",,,,"17.8","-0.5",,"   40","  320","6.7","8.1","    1",,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-13","1.1",," 1625","0.0",,,,"21.1","-0.5",,"  200","  180","5.4","7.6","    1",,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-14","3.9",," 1036","6.6",,,,"16.1","5.0",,"  180","  190","10.7","18.3","    1",,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-15","1.8",," 1119","0.3",,,,"20.0","7.2",,"  330","  330","7.2","9.8","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-16","1.2",," 1112","14.2",,,,"21.1","4.4",,"  180","  190","6.7","11.2","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-17","3.7",," 0531","0.8",,,,"15.6","6.1",,"  330","  310","9.8","12.5","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-18","1.4",," 1206","0.0",,,,"12.2","0.6",,"  340","  340","6.3","8.9",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-19","1.5",," 1336","0.0",,,,"21.1","-1.6",,"  200","  190","6.7","9.8","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-20","0.9",," 0133","0.3",,,,"23.9","10.0",,"  200","  340","4.0","5.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-21","2.2",," 1624","0.0",,,,"31.1","7.2",,"  200","  210","7.6","10.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-22","2.7",," 1017","0.0",,,,"22.2","6.7",,"  330","  330","8.1","10.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-23","1.2",," 1323","0.0",,,,"18.9","2.8",,"  190","  190","6.3","9.4","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-24","1.6",," 1627","0.8",,,,"23.3","7.2",,"  330","  340","6.7","8.9","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-25","2.1",," 1323","0.0",,,,"17.8","1.1",,"  330","  350","8.1","11.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-26","0.5",," 1539","0.0",,,,"20.0","-1.6",,"  210","  200","3.6","4.5",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-27","0.5",," 0531","6.1",,,,"11.1","5.6",,"  200","  200","3.1","5.4","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-28","1.3",," 2355","11.9",,,,"11.7","8.9",,"  200","  200","4.5","6.7","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-29","1.9",," 0804","15.5",,,,"18.3","8.9",,"  340","  210","4.5","7.6","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-30","1.0",," 1122","2.8",,,,"20.0","7.8",,"  310","  330","7.2","9.8","    1","    1",,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-05-31","3.4",," 1547","0.5",,,,"18.3","3.3",,"  310","  320","13.9","20.1","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-01","1.7",," 0457","1.5",,,,"16.7","5.0",,"  310","  310","7.2","11.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-02","1.8",," 0758","2.0",,,,"17.2","8.9",,"  340","  330","6.3","8.1",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-03","1.3",," 1114","0.0",,,,"20.0","5.0",,"  300","  310","6.3","8.9","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-04","2.1",," 1419","0.0",,,,"21.1","5.0",,"   20","   20","6.3","8.1","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-05","1.0",," 1336","0.0",,,,"23.3","3.9",,"  190","  200","5.4","7.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-06","1.8",," 1755","0.0",,,,"25.0","6.1",,"  300","  310","6.7","9.4","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-07","1.2",," 1110","1.0",,,,"20.0","8.9",,"  310","  330","5.4","8.1","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-08","1.3",," 1029","0.3",,,,"20.0","6.1",,"  350","  330","5.8","7.6","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-09","2.8",," 1038","9.4",,,,"13.9","10.0",,"  190","  190","9.8","14.8","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-10","1.2",," 0014","0.3",,,,"21.7","11.7",,"  200","  210","4.5","6.3","    1",,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-11","0.9",," 1555","4.3",,,,"24.4","13.3",,"  160","  160","4.0","5.4","    1",,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-12","1.5",," 1324","25.1",,,,"22.2","11.1",,"  330","  330","7.2","9.8","    1",,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-13","1.1",," 1359","0.5",,,,"25.0","8.9",,"  200","  330","4.5","6.3","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-14","0.9",," 1433","0.3",,,,"24.4","12.2",,"  100","   90","5.8","8.1",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-15","0.6",," 0006","9.4",,,,"19.4","11.1",,"  360","   10","3.6","5.4","    1","    1","    1",,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-16","0.8",," 1729","0.3",,,,"23.3","10.0",,"  200","  140","4.0","5.8","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-17","0.5",," 1318","0.0",,,,"25.6","7.8",,"  120","  200","4.0","6.3","    1","    1",,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-18","0.8",," 1450","6.9",,,,"16.7","11.1",,"  160","  160","4.5","8.1","    1",,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-19","1.2",," 1514","0.5",,,,"23.3","13.9",,"  330","  340","5.4","7.6","    1",,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-20","0.5",," 1801","0.0",,,,"22.8","16.1",,"   50","   30","3.1","3.6","    1",,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-21","2.2",," 1609","0.8",,,,"26.1","15.6",,"   30","   30","5.8","8.9","    1",,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-22","3.7",," 1650","0.0",,,,"20.0","17.2",,"   10","   10","8.1","10.7",,,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-23","2.2",," 0925","0.0",,,,"23.9","13.3",,"   30","   40","7.2","9.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-24","0.9",," 1419","1.5",,,,"28.9","16.1",,"  210","   40","4.0","5.8","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-25","0.7",," 1716","0.0",,,,"31.1","16.7",,"  190","  200","4.0","5.8","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-26","1.3",," 1732","0.3",,,,"28.3","16.1",,"  310","  310","10.3","14.8","    1","    1","    1",,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-27","0.9",," 1248","0.8",,,,"23.9","14.4",,"   10","  360","6.3","7.2","    1",,"    1",,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-28","0.5",," 1608","3.0",,,,"26.7","14.4",,"  200","  190","4.5","5.8","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-29","0.2",," 1336","32.0",,,,"18.9","15.0",,"  340","  340","3.6","5.8","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-06-30","1.6",," 1919","1.5",,,,"26.1","15.0",,"  200","  210","5.8","9.8","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-01","1.9",," 1132","0.3",,,,"23.9","15.6",,"  130","  150","5.8","9.4","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-02","0.4",," 1542","9.9",,,,"20.0","14.4",,"  120","  130","3.6","4.5","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-03","1.0",," 1129","16.5",,,,"22.8","16.1",,"  200","  260","4.0","6.7","    1",,"    1",,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-04","2.5",," 1257","16.3",,,,"22.2","13.3",,"  340","  300","8.1","11.6","    1",,"    1",,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-05","2.7",," 0758","0.0",,,,"23.9","11.1",,"  310","  330","8.9","13.0",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-06","0.8",," 1729","3.6",,,,"25.6","8.9",,"  310","  300","8.9","11.6","    1","    1","    1",,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-07","0.6",," 1950","26.9",,,,"18.9","12.8",,"  130","  120","4.5","6.3","    1","    1","    1",,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-08","0.4",," 1439","7.6",,,,"18.3","11.7",,"   10","   10","2.7","3.6","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-09","0.5",," 1333","0.0",,,,"24.4","13.3",,"  210","  190","3.1","5.4","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-10","0.8",," 1553","0.0",,,,"27.2","11.1",,"  210","  200","4.0","5.8","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-11","2.0",," 0917","18.8",,,,"26.7","11.7",,"  200","  210","7.2","12.5","    1",,"    1",,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-12","1.3",," 2249","0.5",,,,"24.4","13.3",,"  320","  330","6.3","8.9","    1",,"    1",,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-13","1.6",," 1444","1.3",,,,"22.2","8.9",,"  310","  260","6.3","10.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-14","1.7",," 2028","0.3",,,,"18.3","11.1",,"  310","  290","5.4","7.6","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-15","2.1",," 1112","0.0",,,,"23.3","10.6",,"  330","  340","7.6","11.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-16","0.9",," 1920","12.4",,,,"26.7","12.8",,"  350","  340","7.6","12.5","    1","    1","    1",,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-17","0.5",," 1603","5.1",,,,"27.2","13.9",,"  210","  210","7.6","11.2","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-18","0.8",," 1315","9.9",,,,"25.6","13.9",,"  320","  320","5.8","8.1","    1","    1",,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-19","1.6",," 1354","0.0",,,,"22.8","10.6",,"  200","  260","5.4","8.9","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-20","0.5",," 1039","0.0",,,,"26.1","11.1",,"  350","  190","3.6","6.3","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-21","0.4",," 1444","7.6",,,,"25.0","13.3",,"  120","  120","3.1","4.0","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-22","0.7",," 1339","1.5",,,,"23.3","16.1",,"  340","  340","3.1","4.5","    1",,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-23","1.4",," 1943","0.0",,,,"26.1","15.6",,"  190","  170","4.5","8.9","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-24","0.5",," 1707","2.5",,,,"23.9","16.1",,"  110","  110","3.6","4.5","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-25","0.4",," 1745","2.0",,,,"27.2","16.7",,"  210","  210","3.1","5.8","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-26","1.7",," 1447","3.6",,,,"28.9","16.7",,"  210","  190","7.6","10.7","    1","    1","    1",,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-27","1.7",," 1514","0.0",,,,"27.8","16.1",,"  200","  200","5.8","9.8","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-28","1.5",," 1147","0.0",,,,"29.4","15.0",,"  190","  180","4.5","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-29","1.7",," 1555","4.6",,,,"31.1","16.7",,"  200","  190","6.3","10.7","    1",,"    1",,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-30","0.8",," 1630","3.6",,,,"27.8","15.6",,"  320","  310","5.4","6.7","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-07-31","0.1",," 1507","10.9",,,,"19.4","15.0",,"  330","  140","2.7","3.6","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-01","0.8",," 1130","0.0",,,,"27.8","15.6",,"  210","  250","3.6","7.2","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-02","1.2",," 1223","13.0",,,,"24.4","15.0",,"  160","  160","6.3","10.7","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-03","0.5",," 1135","0.3",,,,"25.0","13.3",,"  360","   20","4.0","5.8","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-04","1.8",," 1515","0.0",,,,"29.4","11.7",,"  210","  190","6.3","9.8","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-05","1.4",," 1113","4.6",,,,"25.0","13.9",,"  310","  330","6.3","8.1","    1",,"    1",,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-06","1.1",," 1446","0.0",,,,"24.4","11.7",,"  260","  320","5.8","7.6","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-07","2.1",," 1235","0.3",,,,"20.6","10.6",,"  310","  310","6.7","9.8","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-08","1.0",," 1339","0.0",,,,"22.8","6.7",,"  330","  340","5.4","6.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-09","0.5",," 1334","0.0",,,,"23.9","8.9",,"  180","  190","3.6","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-10","0.9",," 1413","1.3",,,,"29.4","17.8",,"  310","  310","5.8","9.4","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-11","1.0",," 1059","2.3",,,,"27.8","16.1",,"  340","  350","6.7","9.4","    1","    1","    1",,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-12","0.5",," 1536","0.0",,,,"27.2","16.1",,"   50","   50","5.4","7.6","    1",,"    1",,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-13","0.5",," 1016","0.3",,,,"28.3","14.4",,"  200","  200","3.1","5.8","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-14","0.2",," 1650","0.0",,,,"30.0","15.6",,"  330","  340","2.7","3.6","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-15","0.6",," 1208","0.3",,,,"31.1","16.1",,"  350","  350","5.8","8.9","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-16","0.6",," 1902","0.0",,,,"30.6","16.7",,"  360","  350","5.4","8.1","    1","    1",,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-17","0.9",," 1210","0.0",,,,"31.7","16.7",,"  200","  160","3.6","5.4","    1","    1",,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-18","1.9",," 1237","0.0",,,,"32.8","17.2",,"  200","  190","6.7","11.6","    1",,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-19","1.1",," 1247","2.3",,,,"28.3","13.3",,"  310","  310","5.4","7.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-20","0.5",," 1305","0.3",,,,"28.3","12.2",,"  200","  160","3.6","7.2","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-21","0.4",," 1324","6.1",,,,"28.3","18.9",,"  140","  140","3.6","6.7","    1","    1","    1",,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-22","0.4",," 1325","0.3",,,,"27.2","17.2",,"  350","  120","3.1","4.5","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-23","0.9",," 1741","3.0",,,,"27.2","20.0",,"  330","  330","4.0","5.8","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-24","1.0",," 1210","5.3",,,,"25.6","15.0",,"  330","  330","6.3","8.1","    1",,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-25","1.0",," 1547","0.3",,,,"27.2","14.4",,"  200","  190","5.4","7.2","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-26","1.6",," 1711","1.0",,,,"23.9","10.0",,"  330","  340","7.2","9.8","    1",,,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-27","1.5",," 1208","0.0",,,,"20.0","5.6",,"  350","   20","5.8","8.9",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-28","0.5",," 1038","1.3",,,,"21.7","5.0",,"   40","   30","3.1","5.8","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-29","1.0",," 2256","10.2",,,,"16.1","12.8",,"  200","  200","3.6","5.8","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-30","0.8",," 1804","3.0",,,,"23.9","11.1",,"  270","  250","6.3","9.8","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-08-31","2.1",," 1437","0.3",,,,"19.4","6.7",,"  320","  310","5.8","8.1",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-09-01","0.4",," 1406","0.0",,,,"22.2","5.0",,"   10","   10","3.6","5.8","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-09-02","0.6",," 1415","0.0",,,,"25.6","7.8",,"  220","  190","3.6","6.3","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-09-03","0.2",," 1414","0.3",,,,"27.2","10.6",,"  270","  250","3.6","5.4","    1","    1",,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-09-04","0.8",," 1406","0.3",,,,"26.7","10.6",,"  350","  350","4.5","6.7","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-09-05","1.5",," 1133","0.0",,,,"21.7","7.2",,"   10","   10","6.7","9.4","    1","    1",,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-09-06","0.5",," 1721","0.0",,,,"21.7","3.3",,"  190","  190","3.1","5.4","    1","    1",,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-09-07","0.5",," 1251","0.0",,,,"23.9","7.2",,"  150","  180","3.6","4.5","    1",,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-09-08","0.7",," 1522","0.3",,,,"26.1","9.4",,"  310","  340","4.5","6.7","    1","    1",,,"    1",
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2009-09-09","0.8",," 1554","0.3",,,,"23.9","7.2",,"   40","   40","4.0","6.3","    1","    1",,,,
